   9.99999975E-06  0.999989986       99864.3828      0.499997497    
   1.00099994E-02  0.990039885       99.4005127      0.497497499    
   2.00099982E-02  0.980188847       49.4765930      0.494997621    
   3.00099980E-02  0.970435798       32.8246727      0.492498040    
   4.00099978E-02  0.960779846       24.4970779      0.489998847    
   5.00099957E-02  0.951219976       19.5001831      0.487500131    
   6.00099936E-02  0.941755056       16.1688786      0.485001981    
   7.00099915E-02  0.932384491       13.7895002      0.482504666    
   8.00099894E-02  0.923107147       12.0051117      0.480008215    
   9.00099874E-02  0.913922012       10.6173754      0.477512658    
  0.100009985      0.904828429       9.50733662      0.475018322    
  0.110009983      0.895825148       8.59924698      0.472525239    
  0.120009981      0.886911511       7.84263515      0.470033437    
  0.130009979      0.878086686       7.20254993      0.467543215    
  0.140009984      0.869349599       6.65401316      0.465054572    
  0.150009990      0.860699415       6.17872047      0.462567717    
  0.160009995      0.852135301       5.76293850      0.460082650    
  0.170010000      0.843656421       5.39616823      0.457599610    
  0.180010006      0.835261822       5.07023859      0.455118626    
  0.190010011      0.826950908       4.77870655      0.452639908    
  0.200010017      0.818722546       4.51640511      0.450163513    
  0.210010022      0.810576141       4.27916622      0.447689652    
  0.220010027      0.802510738       4.06356668      0.445218295    
  0.230010033      0.794525623       3.86678720      0.442749679    
  0.240010038      0.786619961       3.68647385      0.440283865    
  0.250010043      0.778792977       3.52065182      0.437821031    
  0.260010034      0.771043897       3.36764884      0.435361236    
  0.270010024      0.763371885       3.22604036      0.432904631    
  0.280010015      0.755776227       3.09460521      0.430451334    
  0.290010005      0.748256087       2.97229099      0.428001434    
  0.300009996      0.740810812       2.85818529      0.425555021    
  0.310009986      0.733439624       2.75149536      0.423112333    
  0.320009977      0.726141810       2.65152478      0.420673311    
  0.330009967      0.718916535       2.55766225      0.418238163    
  0.340009958      0.711763203       2.46937013      0.415807068    
  0.350009948      0.704681039       2.38616967      0.413379997    
  0.360009938      0.697669387       2.30763745      0.410957158    
  0.370009929      0.690727472       2.23339415      0.408538610    
  0.380009919      0.683854640       2.16310167      0.406124502    
  0.390009910      0.677050173       2.09645605      0.403714895    
  0.400009900      0.670313418       2.03318405      0.401309967    
  0.410009891      0.663643658       1.97303760      0.398909777    
  0.420009881      0.657040358       1.91579473      0.396514416    
  0.430009872      0.650502682       1.86125219      0.394123971    
  0.440009862      0.644030035       1.80922592      0.391738623    
  0.450009853      0.637621880       1.75954831      0.389358431    
  0.460009843      0.631277442       1.71206629      0.386983484    
  0.470009834      0.624996126       1.66663909      0.384613931    
