  -5.98999977       2.49741203E-03   0.00000000      -5.98999970E-02
  -5.97999954       2.52244854E-03   0.00000000      -5.97999953E-02
  -5.96999931       2.54773558E-03   0.00000000      -5.96999936E-02
  -5.95999908       2.57327547E-03   0.00000000      -5.95999882E-02
  -5.94999886       2.59907078E-03   0.00000000      -5.94999865E-02
  -5.93999863       2.62512383E-03   0.00000000      -5.93999848E-02
  -5.92999840       2.65143742E-03   0.00000000      -5.92999831E-02
  -5.91999817       2.67801411E-03   0.00000000      -5.91999814E-02
  -5.90999794       2.70485645E-03   0.00000000      -5.90999797E-02
  -5.89999771       2.73196702E-03   0.00000000      -5.89999743E-02
  -5.88999748       2.75934837E-03   0.00000000      -5.88999726E-02
  -5.87999725       2.78700376E-03   0.00000000      -5.87999709E-02
  -5.86999702       2.81493552E-03   0.00000000      -5.86999692E-02
  -5.85999680       2.84314621E-03   0.00000000      -5.85999675E-02
  -5.84999657       2.87163910E-03   0.00000000      -5.84999658E-02
  -5.83999634       2.90041650E-03   0.00000000      -5.83999604E-02
  -5.82999611       2.92948121E-03   0.00000000      -5.82999587E-02
  -5.81999588       2.95883650E-03   0.00000000      -5.81999570E-02
  -5.80999565       2.98848539E-03   0.00000000      -5.80999553E-02
  -5.79999542       3.01843020E-03   0.00000000      -5.79999536E-02
  -5.78999519       3.04867420E-03   0.00000000      -5.78999519E-02
  -5.77999496       3.07921995E-03   0.00000000      -5.77999465E-02
  -5.76999474       3.11007118E-03   0.00000000      -5.76999448E-02
  -5.75999451       3.14123044E-03   0.00000000      -5.75999431E-02
  -5.74999428       3.17270076E-03   0.00000000      -5.74999414E-02
  -5.73999405       3.20448563E-03   0.00000000      -5.73999397E-02
  -5.72999382       3.23658762E-03   0.00000000      -5.72999381E-02
  -5.71999359       3.26901069E-03   0.00000000      -5.71999364E-02
  -5.70999336       3.30175669E-03   0.00000000      -5.70999309E-02
  -5.69999313       3.33483005E-03   0.00000000      -5.69999292E-02
  -5.68999290       3.36823380E-03   0.00000000      -5.68999276E-02
  -5.67999268       3.40197049E-03   0.00000000      -5.67999259E-02
  -5.66999245       3.43604409E-03   0.00000000      -5.66999242E-02
  -5.65999222       3.47045809E-03   0.00000000      -5.65999225E-02
  -5.64999199       3.50521528E-03   0.00000000      -5.64999171E-02
  -5.63999176       3.54031939E-03   0.00000000      -5.63999154E-02
  -5.62999153       3.57577368E-03   0.00000000      -5.62999137E-02
  -5.61999130       3.61158163E-03   0.00000000      -5.61999120E-02
  -5.60999107       3.64774745E-03   0.00000000      -5.60999103E-02
  -5.59999084       3.68427369E-03   0.00000000      -5.59999086E-02
  -5.58999062       3.72116431E-03   0.00000000      -5.58999032E-02
  -5.57999039       3.75842280E-03   0.00000000      -5.57999015E-02
  -5.56999016       3.79605289E-03   0.00000000      -5.56998998E-02
  -5.55998993       3.83405853E-03   0.00000000      -5.55998981E-02
  -5.54998970       3.87244346E-03   0.00000000      -5.54998964E-02
  -5.53998947       3.91121069E-03   0.00000000      -5.53998947E-02
  -5.52998924       3.95036442E-03   0.00000000      -5.52998930E-02
  -5.51998901       3.98990884E-03   0.00000000      -5.51998876E-02
  -5.50998878       4.02984722E-03   0.00000000      -5.50998859E-02
  -5.49998856       4.07018419E-03   0.00000000      -5.49998842E-02
  -5.48998833       4.11092304E-03   0.00000000      -5.48998825E-02
  -5.47998810       4.15206794E-03   0.00000000      -5.47998808E-02
  -5.46998787       4.19362262E-03   0.00000000      -5.46998791E-02
  -5.45998764       4.23559174E-03   0.00000000      -5.45998737E-02
